Iteration,Agent_ID,Average_Reward
1,0,0.00020833333333333335
1,1,0.0045833333333333325
1,2,0.001875
1,3,0.0004166666666666667
1,4,0.013541666666666665
1,5,0.0004166666666666667
1,6,0.013958333333333335
1,7,0.0
1,8,0.014583333333333335
2,0,0.0
2,1,0.0004166666666666667
2,2,0.0025
2,3,0.00020833333333333335
2,4,0.0010416666666666667
2,5,0.0
2,6,0.0004166666666666667
2,7,0.007083333333333334
2,8,0.000625
3,0,0.0
3,1,0.0
3,2,0.0016666666666666668
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0027083333333333334
3,7,0.0004166666666666667
3,8,0.0022916666666666667
4,0,0.0
4,1,0.0
4,2,0.000625
4,3,0.00125
4,4,0.0
4,5,0.0
4,6,0.00020833333333333335
4,7,0.0
4,8,0.00020833333333333335
5,0,0.0
5,1,0.0
5,2,0.001875
5,3,0.000625
5,4,0.004583333333333333
5,5,0.0
5,6,0.00125
5,7,0.0
5,8,0.0
6,0,0.0
6,1,0.0
6,2,0.0033333333333333335
6,3,0.0
6,4,0.0014583333333333332
6,5,0.0
6,6,0.0008333333333333334
6,7,0.0
6,8,0.0010416666666666667
7,0,0.0
7,1,0.0
7,2,0.0022916666666666662
7,3,0.0
7,4,0.00020833333333333335
7,5,0.0
7,6,0.00020833333333333335
7,7,0.00020833333333333335
7,8,0.0
8,0,0.00020833333333333335
8,1,0.00020833333333333335
8,2,0.0014583333333333332
8,3,0.0004166666666666667
8,4,0.0004166666666666667
8,5,0.0
8,6,0.0077083333333333335
8,7,0.0
8,8,0.0
9,0,0.0
9,1,0.00020833333333333335
9,2,0.0031249999999999997
9,3,0.0010416666666666667
9,4,0.0
9,5,0.0
9,6,0.0022916666666666667
9,7,0.000625
9,8,0.0014583333333333334
10,0,0.0
10,1,0.0
10,2,0.002916666666666667
10,3,0.0035416666666666665
10,4,0.0
10,5,0.0
10,6,0.0022916666666666667
10,7,0.0
10,8,0.0
11,0,0.0
11,1,0.00020833333333333335
11,2,0.00020833333333333335
11,3,0.004375
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0031250000000000006
11,8,0.0
12,0,0.00020833333333333335
12,1,0.00020833333333333335
12,2,0.00125
12,3,0.00020833333333333335
12,4,0.0
12,5,0.0
12,6,0.00020833333333333335
12,7,0.0022916666666666667
12,8,0.0
13,0,0.0
13,1,0.0014583333333333334
13,2,0.002916666666666667
13,3,0.009166666666666667
13,4,0.0
13,5,0.0
13,6,0.00125
13,7,0.0
13,8,0.0
14,0,0.0
14,1,0.0
14,2,0.0014583333333333334
14,3,0.0
14,4,0.0
14,5,0.00020833333333333335
14,6,0.00125
14,7,0.00020833333333333335
14,8,0.0
15,0,0.00020833333333333335
15,1,0.003958333333333334
15,2,0.003958333333333334
15,3,0.0
15,4,0.0
15,5,0.00020833333333333335
15,6,0.00125
15,7,0.00020833333333333335
15,8,0.0
16,0,0.0
16,1,0.004583333333333334
16,2,0.0014583333333333334
16,3,0.008333333333333333
16,4,0.0
16,5,0.00020833333333333335
16,6,0.0010416666666666667
16,7,0.002916666666666667
16,8,0.0
17,0,0.0
17,1,0.00020833333333333335
17,2,0.000625
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.0016666666666666668
17,7,0.000625
17,8,0.0
18,0,0.0
18,1,0.0
18,2,0.00125
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.00125
18,7,0.0
18,8,0.0
19,0,0.0
19,1,0.00020833333333333335
19,2,0.00125
19,3,0.0
19,4,0.0
19,5,0.0
19,6,0.00020833333333333335
19,7,0.0004166666666666667
19,8,0.0
20,0,0.0
20,1,0.0010416666666666667
20,2,0.02479166666666667
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.00020833333333333335
20,7,0.00020833333333333335
20,8,0.0
21,0,0.0
21,1,0.0014583333333333334
21,2,0.00020833333333333335
21,3,0.019791666666666666
21,4,0.0
21,5,0.0
21,6,0.000625
21,7,0.0016666666666666668
21,8,0.0
22,0,0.0
22,1,0.0020833333333333333
22,2,0.00020833333333333335
22,3,0.01895833333333333
22,4,0.0
22,5,0.0
22,6,0.00020833333333333335
22,7,0.00020833333333333335
22,8,0.0
23,0,0.0
23,1,0.0008333333333333334
23,2,0.0025
23,3,0.0
23,4,0.0
23,5,0.0
23,6,0.00020833333333333335
23,7,0.002916666666666667
23,8,0.0
24,0,0.0
24,1,0.0010416666666666667
24,2,0.00020833333333333335
24,3,0.0
24,4,0.0
24,5,0.0
24,6,0.0022916666666666667
24,7,0.0
24,8,0.0
25,0,0.0
25,1,0.0
25,2,0.0
25,3,0.00020833333333333335
25,4,0.0
25,5,0.0
25,6,0.0016666666666666668
25,7,0.0022916666666666667
25,8,0.0
26,0,0.0
26,1,0.0004166666666666667
26,2,0.0
26,3,0.017708333333333333
26,4,0.0
26,5,0.0
26,6,0.0
26,7,0.0004166666666666667
26,8,0.0
27,0,0.0
27,1,0.0004166666666666667
27,2,0.0
27,3,0.011250000000000001
27,4,0.0
27,5,0.0
27,6,0.00125
27,7,0.0033333333333333335
27,8,0.0
28,0,0.0
28,1,0.0
28,2,0.0
28,3,0.00020833333333333335
28,4,0.0
28,5,0.0
28,6,0.000625
28,7,0.0004166666666666667
28,8,0.0
29,0,0.0
29,1,0.0
29,2,0.0
29,3,0.001875
29,4,0.0
29,5,0.0
29,6,0.0010416666666666667
29,7,0.0
29,8,0.0
30,0,0.0
30,1,0.0
30,2,0.0
30,3,0.0025
30,4,0.0
30,5,0.0
30,6,0.004166666666666667
30,7,0.0004166666666666667
30,8,0.0
31,0,0.0
31,1,0.0
31,2,0.0
31,3,0.011250000000000001
31,4,0.0
31,5,0.0
31,6,0.0014583333333333332
31,7,0.0016666666666666668
31,8,0.0
32,0,0.0
32,1,0.0008333333333333334
32,2,0.00020833333333333335
32,3,0.002916666666666667
32,4,0.0
32,5,0.0
32,6,0.00375
32,7,0.0
32,8,0.0
33,0,0.0
33,1,0.00020833333333333335
33,2,0.0
33,3,0.008333333333333333
33,4,0.0
33,5,0.0
33,6,0.002291666666666667
33,7,0.000625
33,8,0.0
34,0,0.0
34,1,0.0016666666666666668
34,2,0.0
34,3,0.0
34,4,0.0
34,5,0.0
34,6,0.0
34,7,0.0025
34,8,0.0004166666666666667
35,0,0.0
35,1,0.00125
35,2,0.0
35,3,0.012916666666666667
35,4,0.0
35,5,0.0
35,6,0.00125
35,7,0.00020833333333333335
35,8,0.00020833333333333335
36,0,0.0
36,1,0.0004166666666666667
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.00125
36,7,0.0004166666666666667
36,8,0.0
37,0,0.00020833333333333335
37,1,0.0
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,0.000625
37,7,0.00020833333333333335
37,8,0.0
38,0,0.0004166666666666667
38,1,0.0
38,2,0.0
38,3,0.012916666666666667
38,4,0.0
38,5,0.0
38,6,0.000625
38,7,0.0
38,8,0.000625
39,0,0.0
39,1,0.0004166666666666667
39,2,0.0
39,3,0.0
39,4,0.0
39,5,0.0
39,6,0.00125
39,7,0.003333333333333334
39,8,0.0
40,0,0.0
40,1,0.00020833333333333335
40,2,0.0
40,3,0.0
40,4,0.0
40,5,0.0
40,6,0.0
40,7,0.0025
40,8,0.00020833333333333335
41,0,0.0
41,1,0.0
41,2,0.0
41,3,0.000625
41,4,0.0
41,5,0.0
41,6,0.000625
41,7,0.0016666666666666668
41,8,0.00020833333333333335
42,0,0.0
42,1,0.0
42,2,0.0
42,3,0.0
42,4,0.0
42,5,0.0
42,6,0.030833333333333334
42,7,0.0022916666666666667
42,8,0.0016666666666666668
43,0,0.0
43,1,0.0
43,2,0.0
43,3,0.0025
43,4,0.0
43,5,0.0
43,6,0.015208333333333332
43,7,0.0004166666666666667
43,8,0.0020833333333333333
44,0,0.0
44,1,0.0
44,2,0.0
44,3,0.012499999999999999
44,4,0.0
44,5,0.0
44,6,0.0
44,7,0.0014583333333333334
44,8,0.0
45,0,0.0
45,1,0.00020833333333333335
45,2,0.0
45,3,0.009583333333333334
45,4,0.0
45,5,0.0
45,6,0.011666666666666667
45,7,0.0004166666666666667
45,8,0.002916666666666667
46,0,0.0
46,1,0.00020833333333333335
46,2,0.00020833333333333335
46,3,0.01
46,4,0.0
46,5,0.0
46,6,0.000625
46,7,0.00020833333333333335
46,8,0.0004166666666666667
47,0,0.0
47,1,0.00020833333333333335
47,2,0.0
47,3,0.00125
47,4,0.0
47,5,0.0
47,6,0.0027083333333333334
47,7,0.0010416666666666667
47,8,0.000625
48,0,0.0
48,1,0.0
48,2,0.0
48,3,0.0025
48,4,0.0
48,5,0.0
48,6,0.0
48,7,0.00125
48,8,0.0004166666666666667
49,0,0.0
49,1,0.00020833333333333335
49,2,0.0
49,3,0.0004166666666666667
49,4,0.0
49,5,0.0
49,6,0.010625
49,7,0.0004166666666666667
49,8,0.0014583333333333332
50,0,0.0
50,1,0.0
50,2,0.0
50,3,0.00020833333333333335
50,4,0.0
50,5,0.0
50,6,0.0
50,7,0.0027083333333333334
50,8,0.0014583333333333334
51,0,0.0
51,1,0.0027083333333333334
51,2,0.0
51,3,0.0
51,4,0.0
51,5,0.0
51,6,0.0
51,7,0.000625
51,8,0.003541666666666667
52,0,0.0
52,1,0.0004166666666666667
52,2,0.0
52,3,0.00020833333333333335
52,4,0.0
52,5,0.0
52,6,0.029375000000000002
52,7,0.0
52,8,0.0014583333333333332
53,0,0.0
53,1,0.0
53,2,0.0
53,3,0.0027083333333333334
53,4,0.0
53,5,0.0
53,6,0.005625000000000001
53,7,0.0020833333333333333
53,8,0.003541666666666667
54,0,0.0
54,1,0.0
54,2,0.00020833333333333335
54,3,0.0
54,4,0.0
54,5,0.0
54,6,0.0
54,7,0.0016666666666666668
54,8,0.0004166666666666667
55,0,0.0
55,1,0.00125
55,2,0.0
55,3,0.0
55,4,0.0
55,5,0.0
55,6,0.0008333333333333334
55,7,0.0
55,8,0.0010416666666666667
56,0,0.0
56,1,0.00020833333333333335
56,2,0.0
56,3,0.0008333333333333334
56,4,0.0
56,5,0.0
56,6,0.0014583333333333332
56,7,0.0020833333333333333
56,8,0.0031250000000000006
57,0,0.0
57,1,0.0004166666666666667
57,2,0.0
57,3,0.0022916666666666667
57,4,0.0
57,5,0.0
57,6,0.013958333333333335
57,7,0.0
57,8,0.0016666666666666668
58,0,0.0
58,1,0.009166666666666667
58,2,0.0
58,3,0.000625
58,4,0.0
58,5,0.0
58,6,0.0010416666666666667
58,7,0.020833333333333332
58,8,0.0014583333333333334
59,0,0.0
59,1,0.0014583333333333332
59,2,0.0
59,3,0.0008333333333333334
59,4,0.0
59,5,0.0
59,6,0.000625
59,7,0.00125
59,8,0.0010416666666666667
60,0,0.0
60,1,0.00020833333333333335
60,2,0.0
60,3,0.0
60,4,0.0
60,5,0.0
60,6,0.0
60,7,0.0
60,8,0.0022916666666666667
61,0,0.0
61,1,0.009791666666666666
61,2,0.0
61,3,0.0
61,4,0.0
61,5,0.0
61,6,0.00020833333333333335
61,7,0.0
61,8,0.0
62,0,0.0
62,1,0.00020833333333333335
62,2,0.0
62,3,0.0004166666666666667
62,4,0.0
62,5,0.0
62,6,0.0008333333333333334
62,7,0.000625
62,8,0.0060416666666666665
63,0,0.0
63,1,0.000625
63,2,0.0
63,3,0.0
63,4,0.0
63,5,0.0
63,6,0.0
63,7,0.0
63,8,0.00125
64,0,0.0
64,1,0.0
64,2,0.0
64,3,0.0
64,4,0.0
64,5,0.0
64,6,0.0
64,7,0.00020833333333333335
64,8,0.0004166666666666667
65,0,0.0
65,1,0.0
65,2,0.0
65,3,0.0
65,4,0.00020833333333333335
65,5,0.0
65,6,0.0
65,7,0.00125
65,8,0.0016666666666666668
66,0,0.0
66,1,0.0
66,2,0.0
66,3,0.00020833333333333335
66,4,0.0
66,5,0.0
66,6,0.0
66,7,0.00020833333333333335
66,8,0.002916666666666667
67,0,0.0
67,1,0.0020833333333333333
67,2,0.0
67,3,0.0
67,4,0.00020833333333333335
67,5,0.0
67,6,0.00020833333333333335
67,7,0.0
67,8,0.0018750000000000001
68,0,0.0
68,1,0.0
68,2,0.0
68,3,0.0
68,4,0.00020833333333333335
68,5,0.0
68,6,0.0
68,7,0.000625
68,8,0.000625
69,0,0.0
69,1,0.0014583333333333332
69,2,0.0
69,3,0.0
69,4,0.0
69,5,0.0
69,6,0.00020833333333333335
