Iteration,Average_Reward
1,0.009027777777777779
2,0.0019328703703703704
3,0.0011458333333333331
4,0.0006828703703703704
5,0.001400462962962963
6,0.0025694444444444445
7,0.0008912037037037038
8,0.0009722222222222223
9,0.001400462962962963
10,0.0013541666666666665
11,0.0005208333333333333
12,0.0026388888888888885
13,0.001736111111111111
14,0.001585648148148148
15,0.0007407407407407407
16,0.002002314814814815
17,0.001261574074074074
18,0.0008796296296296297
19,0.0030324074074074073
20,0.0010763888888888889
21,0.0001388888888888889
22,0.0007523148148148147
23,0.0007986111111111112
24,0.00041666666666666664
25,0.0008796296296296297
26,0.0008333333333333334
27,0.0002777777777777778
28,0.0005555555555555554
29,0.0004282407407407407
30,0.0007407407407407408
31,0.0008101851851851852
32,0.00032407407407407406
33,0.000949074074074074
34,0.001238425925925926
35,0.000925925925925926
36,0.0014236111111111112
37,0.0008796296296296297
38,0.0006481481481481481
39,0.000787037037037037
40,0.0013657407407407407
41,0.0034374999999999996
42,0.0006481481481481481
43,0.0012847222222222223
44,0.0005324074074074073
45,0.0018634259259259257
46,0.000925925925925926
47,0.0008217592592592594
48,0.0018287037037037035
49,0.001423611111111111
50,0.0015277777777777776
51,0.0011921296296296296
52,0.0009027777777777776
53,0.000763888888888889
54,0.0013773148148148147
55,0.0002777777777777778
56,0.0013310185185185185
57,0.0012731481481481483
58,0.0014467592592592594
59,0.0021064814814814817
60,0.0007175925925925926
61,0.0011342592592592593
62,0.0010648148148148149
63,0.0018634259259259257
64,0.0016898148148148148
65,0.0008217592592592594
66,0.0003356481481481482
67,0.0005324074074074074
68,0.0007754629629629629
69,0.0013425925925925925
70,0.0005671296296296297
71,0.0013194444444444445
72,0.0012152777777777778
73,0.0009374999999999999
74,0.0008449074074074074
75,0.001574074074074074
76,0.0008912037037037036
77,0.0013310185185185187
78,0.0011226851851851853
79,0.0012268518518518518
80,0.0012962962962962963
81,0.0007523148148148148
82,0.0005902777777777777
83,0.0006134259259259258
84,0.0012037037037037038
85,0.0008217592592592592
86,0.0011111111111111113
87,0.0014467592592592592
88,0.0004976851851851851
89,0.0008449074074074075
90,0.0007754629629629629
91,0.0017245370370370368
92,0.001238425925925926
93,0.0007407407407407408
94,0.0008680555555555555
95,0.0009837962962962962
96,0.0006018518518518519
97,0.0005902777777777777
98,0.0007175925925925927
99,0.0009837962962962962
100,0.0006944444444444445
101,0.0010532407407407409
102,0.00028935185185185184
103,0.0005439814814814816
104,0.0006712962962962964
105,0.0010648148148148147
106,0.0012037037037037038
107,0.00016203703703703703
108,0.0005787037037037037
109,0.00048611111111111115
110,0.0011574074074074076
111,0.000925925925925926
112,0.00038194444444444446
113,0.0005439814814814814
114,0.0002893518518518519
115,0.0007291666666666666
116,0.0002546296296296296
117,0.0003703703703703704
118,0.0007060185185185186
119,0.00043981481481481486
120,0.0005324074074074074
121,0.0005902777777777778
122,0.0002546296296296296
123,0.0002777777777777778
124,0.0004282407407407408
125,0.0003935185185185185
126,0.0007291666666666666
127,0.00016203703703703703
128,0.0010069444444444444
129,0.0008217592592592594
130,0.00162037037037037
131,0.000949074074074074
132,0.0005555555555555554
133,0.0005787037037037037
134,0.00031250000000000006
135,0.000798611111111111
136,0.0006481481481481481
137,0.0005902777777777778
138,0.0006712962962962961
139,0.0010995370370370369
140,0.00035879629629629635
141,0.00041666666666666664
142,0.0015162037037037039
143,0.000925925925925926
144,0.0004513888888888889
145,0.001377314814814815
146,0.0002314814814814815
147,0.001261574074074074
148,0.00048611111111111115
149,0.0007291666666666666
150,0.000914351851851852
151,0.000787037037037037
152,0.001689814814814815
153,0.0004050925925925926
154,0.0006828703703703704
155,0.0010763888888888889
156,0.0020486111111111113
157,0.00023148148148148144
158,0.0005324074074074073
159,0.00016203703703703703
160,0.0007638888888888888
161,0.0005902777777777777
162,0.0012152777777777778
163,0.00032407407407407406
164,0.00030092592592592595
165,0.0006249999999999999
166,0.0009027777777777778
167,0.0013078703703703705
168,0.0012037037037037036
169,0.001111111111111111
170,0.0008564814814814815
171,0.0004513888888888888
172,0.0005439814814814816
173,0.000636574074074074
174,0.00011574074074074075
175,0.0008912037037037038
176,0.0009837962962962962
177,0.0005208333333333333
178,0.000960648148148148
179,0.00019675925925925926
180,0.0005324074074074074
181,0.0011689814814814816
182,0.0006365740740740741
183,0.0007523148148148148
184,0.0005324074074074074
185,0.0008333333333333333
186,0.0008101851851851852
187,0.0012268518518518516
188,0.001736111111111111
189,0.0023611111111111107
190,0.00030092592592592595
191,0.0008217592592592593
192,0.0003587962962962963
193,0.0007060185185185185
194,0.000810185185185185
195,0.0006365740740740741
196,0.00040509259259259264
197,0.0008564814814814814
198,0.00034722222222222224
199,0.00016203703703703703
200,0.00030092592592592595
201,0.000474537037037037
202,0.0008333333333333334
203,0.000763888888888889
204,0.00032407407407407406
205,0.001261574074074074
206,0.0005208333333333333
207,0.0007175925925925926
208,0.0010995370370370369
209,0.0005555555555555556
210,0.0004282407407407407
211,0.00043981481481481476
212,0.0008333333333333333
213,0.0004282407407407407
214,0.0012152777777777778
215,0.00020833333333333335
216,0.00030092592592592595
217,0.0005787037037037038
218,0.0004282407407407407
219,0.0007291666666666667
220,0.00024305555555555552
221,0.0009374999999999999
222,0.0002314814814814815
223,0.0016435185185185188
224,0.00032407407407407406
225,0.00020833333333333335
226,0.0013773148148148147
227,0.0006365740740740741
228,0.0006250000000000001
229,0.0001388888888888889
230,0.0009375000000000001
231,0.0003935185185185186
232,0.0001388888888888889
233,0.0004050925925925925
234,0.0008333333333333334
235,0.00043981481481481486
236,0.0008912037037037036
237,0.0011342592592592593
238,0.00038194444444444446
239,9.25925925925926e-05
240,9.25925925925926e-05
241,0.0005439814814814816
242,0.0004050925925925926
243,0.0002777777777777778
244,0.0008449074074074075
245,0.0005902777777777777
246,0.0001851851851851852
247,0.000474537037037037
248,0.0005208333333333333
249,0.00043981481481481486
250,6.944444444444444e-05
251,9.25925925925926e-05
252,0.00032407407407407406
253,0.0003935185185185185
254,0.00016203703703703703
255,0.0004976851851851851
256,0.00041666666666666664
257,6.944444444444444e-05
258,0.0004166666666666667
259,0.0004050925925925926
260,0.00046296296296296303
261,0.0008333333333333334
262,0.00030092592592592595
263,0.0011805555555555554
264,0.0006828703703703705
265,0.00041666666666666664
266,0.00011574074074074075
267,0.00041666666666666664
268,0.0013888888888888887
269,0.0003703703703703704
270,0.00011574074074074075
271,0.00048611111111111115
272,0.0004282407407407408
273,0.0009953703703703702
274,0.000787037037037037
275,0.0003587962962962963
276,0.0003587962962962963
277,0.00020833333333333335
278,0.00034722222222222224
279,9.25925925925926e-05
280,0.0001388888888888889
281,0.0003819444444444445
282,0.00016203703703703703
283,0.0002777777777777778
284,0.0006828703703703704
285,0.00048611111111111104
286,0.0010532407407407409
287,0.0003356481481481481
288,0.00020833333333333332
289,0.0005324074074074073
290,2.314814814814815e-05
291,0.00030092592592592595
292,0.0005208333333333333
293,0.0
294,9.25925925925926e-05
