Iteration,Agent_ID,Average_Reward
1,0,0.012708333333333334
1,1,0.002916666666666667
1,2,0.0
1,3,0.003541666666666667
1,4,0.006874999999999999
2,0,0.00020833333333333335
2,1,0.005
2,2,0.0
2,3,0.0
2,4,0.00020833333333333335
3,0,0.000625
3,1,0.0025
3,2,0.0
3,3,0.0
3,4,0.0014583333333333334
4,0,0.0014583333333333332
4,1,0.002916666666666667
4,2,0.0
4,3,0.0
4,4,0.001875
5,0,0.002916666666666667
5,1,0.0025
5,2,0.0
5,3,0.0
5,4,0.00125
6,0,0.0004166666666666667
6,1,0.0022916666666666667
6,2,0.0
6,3,0.0
6,4,0.0
7,0,0.0004166666666666667
7,1,0.00020833333333333335
7,2,0.0
7,3,0.0
7,4,0.00375
8,0,0.002916666666666667
8,1,0.0031250000000000006
8,2,0.0
8,3,0.0
8,4,0.000625
9,0,0.0004166666666666667
9,1,0.00020833333333333335
9,2,0.0
9,3,0.0
9,4,0.000625
10,0,0.00125
10,1,0.0014583333333333334
10,2,0.0
10,3,0.0
10,4,0.00020833333333333335
11,0,0.001875
11,1,0.0010416666666666667
11,2,0.0
11,3,0.0
11,4,0.0004166666666666667
12,0,0.0018750000000000001
12,1,0.001875
12,2,0.0
12,3,0.0
12,4,0.0016666666666666668
13,0,0.0014583333333333334
13,1,0.0031250000000000006
13,2,0.0
13,3,0.0
13,4,0.0016666666666666668
14,0,0.0004166666666666667
14,1,0.001875
14,2,0.0
14,3,0.0
14,4,0.00125
15,0,0.000625
15,1,0.0
15,2,0.0
15,3,0.0
15,4,0.0031250000000000006
16,0,0.0014583333333333332
16,1,0.0035416666666666665
16,2,0.0
16,3,0.0
16,4,0.0010416666666666667
17,0,0.000625
17,1,0.00375
17,2,0.0
17,3,0.0
17,4,0.001875
18,0,0.00125
18,1,0.0010416666666666667
18,2,0.0
18,3,0.0
18,4,0.00020833333333333335
19,0,0.0014583333333333334
19,1,0.002916666666666667
19,2,0.0
19,3,0.0
19,4,0.0035416666666666665
20,0,0.0010416666666666667
20,1,0.0027083333333333334
20,2,0.0
20,3,0.0
20,4,0.001875
21,0,0.0027083333333333334
21,1,0.0008333333333333334
21,2,0.0
21,3,0.0
21,4,0.00020833333333333335
22,0,0.0014583333333333332
22,1,0.0
22,2,0.0
22,3,0.0
22,4,0.002916666666666667
23,0,0.00020833333333333335
23,1,0.0008333333333333334
23,2,0.0
23,3,0.0
23,4,0.00020833333333333335
24,0,0.0027083333333333334
24,1,0.005208333333333333
24,2,0.0
24,3,0.0
24,4,0.0020833333333333333
25,0,0.000625
25,1,0.0016666666666666668
25,2,0.0
25,3,0.0
25,4,0.000625
26,0,0.0008333333333333334
26,1,0.0004166666666666667
26,2,0.0
26,3,0.0
26,4,0.0014583333333333332
27,0,0.0
27,1,0.0027083333333333334
27,2,0.0
27,3,0.0
27,4,0.0016666666666666668
28,0,0.0014583333333333334
28,1,0.0004166666666666667
28,2,0.0
28,3,0.0
28,4,0.001875
29,0,0.0014583333333333332
29,1,0.0014583333333333334
29,2,0.0
29,3,0.0
29,4,0.0016666666666666668
30,0,0.0004166666666666667
30,1,0.000625
30,2,0.0
30,3,0.0
30,4,0.0025
31,0,0.0027083333333333334
31,1,0.0008333333333333334
31,2,0.0
31,3,0.0
31,4,0.0016666666666666668
32,0,0.000625
32,1,0.0014583333333333332
32,2,0.0
32,3,0.0
32,4,0.0010416666666666667
33,0,0.0022916666666666667
33,1,0.0014583333333333334
33,2,0.0
33,3,0.0
33,4,0.0004166666666666667
34,0,0.0016666666666666668
34,1,0.0010416666666666667
34,2,0.0
34,3,0.0
34,4,0.000625
35,0,0.0014583333333333334
35,1,0.0
35,2,0.0
35,3,0.0
35,4,0.0031250000000000006
36,0,0.0031250000000000006
36,1,0.0033333333333333335
36,2,0.0
36,3,0.0
36,4,0.0022916666666666667
37,0,0.00020833333333333335
37,1,0.00125
37,2,0.0
37,3,0.0
37,4,0.0010416666666666667
38,0,0.0
38,1,0.0
38,2,0.0
38,3,0.0
38,4,0.0014583333333333334
39,0,0.0
39,1,0.0014583333333333334
39,2,0.0
39,3,0.0
39,4,0.000625
40,0,0.00020833333333333335
40,1,0.005625000000000001
40,2,0.0
40,3,0.0
40,4,0.0025
41,0,0.003958333333333334
41,1,0.0004166666666666667
41,2,0.0
41,3,0.0
41,4,0.0010416666666666667
42,0,0.00125
42,1,0.0008333333333333334
42,2,0.0
42,3,0.0
42,4,0.0014583333333333332
43,0,0.0022916666666666667
43,1,0.0014583333333333332
43,2,0.0
43,3,0.0
43,4,0.0010416666666666667
44,0,0.0016666666666666668
44,1,0.0020833333333333333
44,2,0.0
44,3,0.0
44,4,0.002916666666666667
45,0,0.0014583333333333332
45,1,0.00125
45,2,0.0
45,3,0.0
45,4,0.0
46,0,0.0010416666666666667
46,1,0.0
46,2,0.0
46,3,0.0
46,4,0.002916666666666667
47,0,0.00125
47,1,0.000625
47,2,0.0
47,3,0.0
47,4,0.0004166666666666667
48,0,0.000625
48,1,0.001875
48,2,0.0
48,3,0.0
48,4,0.00125
49,0,0.0004166666666666667
49,1,0.00020833333333333335
49,2,0.0
49,3,0.0
49,4,0.0025
50,0,0.00125
50,1,0.0010416666666666667
50,2,0.0
50,3,0.0
50,4,0.00020833333333333335
51,0,0.0008333333333333334
51,1,0.002916666666666667
51,2,0.0
51,3,0.0
51,4,0.001875
52,0,0.001875
52,1,0.0008333333333333334
52,2,0.0
52,3,0.0
52,4,0.0004166666666666667
53,0,0.0008333333333333334
53,1,0.00125
53,2,0.0
53,3,0.0
53,4,0.00125
54,0,0.0031250000000000006
54,1,0.000625
54,2,0.0
54,3,0.0
54,4,0.0
55,0,0.00125
55,1,0.0014583333333333332
55,2,0.0
55,3,0.0
55,4,0.001875
56,0,0.0004166666666666667
56,1,0.002916666666666667
56,2,0.0
56,3,0.0
56,4,0.0
57,0,0.00020833333333333335
57,1,0.00020833333333333335
57,2,0.0
57,3,0.0
57,4,0.00020833333333333335
58,0,0.004166666666666667
58,1,0.0020833333333333333
58,2,0.0
58,3,0.0
58,4,0.0004166666666666667
59,0,0.0014583333333333334
59,1,0.0025
59,2,0.0
59,3,0.0
59,4,0.0
60,0,0.0004166666666666667
60,1,0.00020833333333333335
60,2,0.0
60,3,0.0
60,4,0.0014583333333333334
61,0,0.0
61,1,0.001875
61,2,0.0
61,3,0.0
61,4,0.0014583333333333332
62,0,0.0031250000000000006
62,1,0.0031250000000000006
62,2,0.0
62,3,0.0
62,4,0.0037500000000000003
63,0,0.0022916666666666667
